SallyBuchanan11;21/06/2016 19:10;0;0;"Stitches speak louder than words"" the making of 2016-2066. # freeart # voteleave # brexit… https://www.instagram.com/p/BG7KVWjhsTR/""";;;# # #;7,45303E+17;https://twitter.com/SallyBuchanan11/status/745302793565642752
SamingLaVie;15/06/2016 20:03;0;0;no he didn't, he said it's simple economics that wages rise if demand for workers rises. In post-Brexit recession it won't.;;;;7,43142E+17;https://twitter.com/SamingLaVie/status/743141981602340864
Sanhou;19/06/2016 01:11;0;0;Even the pub wants in # politicalymotivatedselfie # betterinthanout # brexit @The Three Compasses,… https://www.instagram.com/p/BG0FSonJBDS/;;@The;# # #;7,44307E+17;https://twitter.com/Sanhou/status/744306540178509825
SebastnHW;19/06/2016 13:28;1;1;@ VoteRemain # ImIN # Brixton # Brexit # BREMAIN # EU #Aztec#symbols # European # shirt @… https://www.instagram.com/p/BG1Zrvjrea2/;;@ @;# # # # # #Aztec #symbols # #;7,44492E+17;https://twitter.com/SebastnHW/status/744492120380215296
SimonThomson1;21/06/2016 08:32;0;0;George Soros warns of the consequences of a leave vote via The Brexit crash will make all of you poorer – be warned http://gu.com/p/4mx3t?CMP=Share_AndroidApp_Twitter …;;;;7,45142E+17;https://twitter.com/SimonThomson1/status/745142354546286595
Skippy344Victor;20/06/2016 10:54;0;0;Want to know the reality of life after Brexit? See the report Tories buried 4 years ago http://www.independent.co.uk/voices/eu-brexit-tories-eu-succeed-beecroft-report-employment-a7083746.html …;;;;7,44816E+17;https://twitter.com/Skippy344Victor/status/744815691996368896
SnijderMajumder;15/06/2016 09:25;0;0;# Remain # In and vote to stay in the EU, as this farcical Brexit debacle is getting out of hand.… https://www.instagram.com/p/BGqqrEOotQS/;;;# #;7,42981E+17;https://twitter.com/SnijderMajumder/status/742981369060548608
Southend0nSea;20/06/2016 09:36;0;0;Chancellor George Osborne warns Brexit could pull plug on the Lower Thames… http://www.echo-news.co.uk/news/14564812.Chancellor_George_Osborne_warns_Brexit_could_pull_plug_on_the_Lower_Thames_Crossing/?ref=rss&utm_source=dlvr.it&utm_medium=twitter … # Southendpic.twitter.com/l9Fzuiov9y;;;#;7,44796E+17;https://twitter.com/Southend0nSea/status/744796065858084864
Southend0nSea;21/06/2016 12:46;1;0;"People are richer for us being in the EU"": Essex economist explains why Brexit… http://bit.ly/28L77Kb # Southendpic.twitter.com/TbsZuSsLYJ""";;;#;7,45206E+17;https://twitter.com/Southend0nSea/status/745206154590978049
StAlbansMP;17/06/2016 10:06;0;1;St Albans MP Anne Main will join UKIP London Assembly member Peter Whittle at a Brexit rally in St Albans… http://dlvr.it/LZwKGL # StAlbans;;;#;7,43716E+17;https://twitter.com/StAlbansMP/status/743716449651298304
SteveKuncewicz;16/06/2016 20:23;0;1;# brexit Debate. Today's events cast a dark shadow over the whole issue. Hoping for some sane viewpoints. https://www.swarmapp.com/c/5Wy9sLnTiyT;;;#;7,43509E+17;https://twitter.com/SteveKuncewicz/status/743509243869945857
TSFRadio;15/06/2016 11:33;1;0;"# Internacional Brexit: Dinheiro está a fugir do Reino Unido"" http://dlvr.it/LZ3S3W  Em http://www.TSF.pt pic.twitter.com/vi5003BCE9""";;;#;7,43013E+17;https://twitter.com/TSFRadio/status/743013471164321792
TSFRadio;15/06/2016 21:38;0;1;# Internacional Brexit: a batalha no Tamisa http://dlvr.it/LZG9rZ  Em http://www.TSF.pt pic.twitter.com/axnXli72nw;;;#;7,43166E+17;https://twitter.com/TSFRadio/status/743165716556185600
TSFRadio;17/06/2016 12:20;0;0;"# Politica Brexit. Efeito dominó não atingirá Portugal"" http://dlvr.it/LZyl6v  Em http://www.TSF.pt pic.twitter.com/JixqPxX34h""";;;#;7,4375E+17;https://twitter.com/TSFRadio/status/743750072005853185
TSFRadio;17/06/2016 13:46;1;1;# Politica Brexit. Referendo obriga a repensar a Europa  http://dlvr.it/Lb0G5X  Em http://www.TSF.pt pic.twitter.com/PIjMRVKGco;;;#;7,43772E+17;https://twitter.com/TSFRadio/status/743771892205527042
TSFRadio;17/06/2016 14:30;0;0;"# Internacional Brexit. Bruxelas espera resultado positivo"" no… http://dlvr.it/Lb11Cr  Em http://www.TSF.pt pic.twitter.com/NqOWxCKIMQ""";;;#;7,43783E+17;https://twitter.com/TSFRadio/status/743782779641438209
TSFRadio;18/06/2016 13:45;0;0;# Internacional França defende ultimato ao Reino Unido se Brexit… http://dlvr.it/LbP7wC  Em http://www.TSF.pt pic.twitter.com/HgzuFNS1dB;;;#;7,44134E+17;https://twitter.com/TSFRadio/status/744133867813150720
TSFRadio;19/06/2016 00:14;0;0;"# Internacional Brexit: Preocupações com economia, fazem ficar""… http://dlvr.it/LbYNSX  Em http://www.TSF.pt pic.twitter.com/oP12o57OUX""";;;#;7,44292E+17;https://twitter.com/TSFRadio/status/744292132945461248
TSFRadio;20/06/2016 06:32;0;0;# Internacional Brexit: Antiga secretária de Estado abandona… http://dlvr.it/Lc0QMf  Em http://www.TSF.pt pic.twitter.com/7wmRlCzD7B;;;#;7,4475E+17;https://twitter.com/TSFRadio/status/744749668270120960
TSFRadio;20/06/2016 06:32;0;1;# Internacional Brexit: França é o país da União Europeia mais… http://dlvr.it/Lc0QfK  Em http://www.TSF.pt pic.twitter.com/8cEbIEfnOW;;;#;7,4475E+17;https://twitter.com/TSFRadio/status/744749682174234626
TSFRadio;20/06/2016 09:23;0;0;# Internacional Brexit: campanha ao som dos Coldplay http://dlvr.it/Lc2yT9  Em http://www.TSF.pt pic.twitter.com/e17WvdyTD3;;;#;7,44793E+17;https://twitter.com/TSFRadio/status/744792689544044545
TSFRadio;20/06/2016 09:23;0;0;# Internacional Brexit: consulados portugueses inundados por… http://dlvr.it/Lc2ykr  Em http://www.TSF.pt pic.twitter.com/HE8KFVnvBb;;;#;7,44793E+17;https://twitter.com/TSFRadio/status/744792698935095298
TSFRadio;20/06/2016 09:50;0;0;# Internacional Brexit: Portugueses no leste de Inglaterra… http://dlvr.it/Lc3QkP  Em http://www.TSF.pt pic.twitter.com/14Yw7RCeNx;;;#;7,44799E+17;https://twitter.com/TSFRadio/status/744799469103779840
TSFRadio;20/06/2016 20:02;0;1;# Internacional Brexit: o olhar irlandês http://dlvr.it/LcG8lk  Em http://www.TSF.pt pic.twitter.com/ikvYn99PAT;;;#;7,44954E+17;https://twitter.com/TSFRadio/status/744953506902073345
TSFRadio;21/06/2016 00:21;1;0;# Internacional Brexit: a primeira vez de Matthew http://dlvr.it/LcKqRC  Em http://www.TSF.pt pic.twitter.com/c8i2n43eux;;;#;7,45019E+17;https://twitter.com/TSFRadio/status/745018724906766336
TSFRadio;21/06/2016 08:27;0;0;# Internacional Brexit: Portugueses4Europe http://dlvr.it/LcSfqQ  Em http://www.TSF.pt pic.twitter.com/n3n05uBoKC;;;#;7,45141E+17;https://twitter.com/TSFRadio/status/745140986632769537
TSFRadio;21/06/2016 12:06;0;0;# Internacional Brexit nas contas dos portugueses http://dlvr.it/LcXQQF  Em http://www.TSF.pt pic.twitter.com/y9utRTWWHe;;;#;7,45196E+17;https://twitter.com/TSFRadio/status/745196144972566530
TSFRadio;21/06/2016 12:06;0;0;# Internacional Brexit: Futebolista David Beckham defende… http://dlvr.it/LcXQ83  Em http://www.TSF.pt pic.twitter.com/HoiofctOl4;;;#;7,45196E+17;https://twitter.com/TSFRadio/status/745196128719671296
TSFRadio;21/06/2016 17:18;0;1;# Internacional Brexit: Veteranos defendem a saída da UE http://dlvr.it/Lcf9Vp  Em http://www.TSF.pt pic.twitter.com/g3rlV9WTOs;;;#;7,45275E+17;https://twitter.com/TSFRadio/status/745274747743666177
TSFRadio;21/06/2016 20:42;0;1;# Internacional Brexit: Juncker crê que saída da UE vai ser… http://dlvr.it/LcjcYy  Em http://www.TSF.pt pic.twitter.com/BwpqmZdJvq;;;#;7,45326E+17;https://twitter.com/TSFRadio/status/745325955191709696
The_Georgios;21/06/2016 17:08;0;0;British have many reasons to vote in favor of # Brexit . One of this is: # EU has become quite 'German', # EUref # UK;;;# # # #;7,45272E+17;https://twitter.com/The_Georgios/status/745272078962671620
The_Georgios;21/06/2016 19:20;0;0;# Tsipras on # EUref : Possible Brexit would cause big turbulence on the # EU;;;# # #;7,45305E+17;https://twitter.com/The_Georgios/status/745305453207371778
ThomasJGoulding;21/06/2016 15:12;0;1;# best # propaganda # ever # brexit # boris # votein # remain # eu # referendum # politics @Manchester,… https://www.instagram.com/p/BG6vKlORIbK/;;@Manchester;# # # # # # # # # #;7,45243E+17;https://twitter.com/ThomasJGoulding/status/745243052051046402
ThomsonKate11;15/06/2016 21:30;0;0;Great analysis of # Brexit and # Remain claims /rhetoric, by @ ijgreener : Brexit has more hold on emotion & big ideas https://t1ber1us.wordpress.com/2016/06/13/the-eu-referendum-debate-the-arguments-for-and-against/ …;;@;# #;7,43164E+17;https://twitter.com/ThomsonKate11/status/743163741206896640
ThomsonKate11;15/06/2016 21:39;0;0;updated Health Policy in the News Pinterest board (teaching resource) with # EU # Brexit # Remain # NHS news https://uk.pinterest.com/kate8578/health-policy-in-the-news/ …;;;# # # #;7,43166E+17;https://twitter.com/ThomsonKate11/status/743166068236095488
ThurrockNews;16/06/2016 11:22;1;3;Enquirer poll reveals Thurrock set to vote for Brexit http://goo.gl/GEQ0xk # Thurrockpic.twitter.com/3bDJGrt4m1;;;#;7,43373E+17;https://twitter.com/ThurrockNews/status/743373219478966272
TomFarrellyTalk;15/06/2016 14:00;0;0;STILL talking # brexit with simonwilhelminaldn and livvybruchezsmith - our thoughts can be summed… https://www.instagram.com/p/BGrKEpHPrsA/;;;#;7,4305E+17;https://twitter.com/TomFarrellyTalk/status/743050423376973824
TommyCoyneBN1;17/06/2016 22:23;1;3;# TheSun advocating # Brexit invites a # Remain vote from the entire population of Liverpool, though;;;# # #;7,43902E+17;https://twitter.com/TommyCoyneBN1/status/743901807680884736
UniLIUC;20/06/2016 14:49;1;3;"Oggi incontro con i # giornalisti in @ UniLIUC su “ # Brexit: nulla sarà più come prima - Aspetti economici e giuridici pic.twitter.com/5hE8viIb1p""";;@;# #;7,44875E+17;https://twitter.com/UniLIUC/status/744874894509342720
VaeVictis;16/06/2016 17:28;1;2;Hai scritto qualcosa come “Dio del Brexit”!;;;;7,43465E+17;https://twitter.com/VaeVictis/status/743465369927573504
VaeVictis;17/06/2016 00:01;57;28;E mentre in Gran Bretagna hanno categoricamente smentito la matrice # Brexit dell’omicidio, da noi Repubblica e il Corriere continuano…;;;#;7,43564E+17;https://twitter.com/VaeVictis/status/743564069228027904
VaeVictis;17/06/2016 08:57;2;3;Mah, non ho ho mai creduto a una vittoria del # Brexit. pic.twitter.com/eY9vgd5hJR;;;#;7,43699E+17;https://twitter.com/VaeVictis/status/743699177205436416
VaeVictis;19/06/2016 13:48;10;8;David Cameron: «In caso di # Brexit non mollerò, sarei comunque la persona più adeguata per gestirla.» Piddinity International.;;;#;7,44497E+17;https://twitter.com/VaeVictis/status/744497133395525632
VaeVictis;21/06/2016 07:12;31;16;La macchina della propaganda gira a pieno regime. Ricordate quando ridicolizzavamo la Pravda? # Brexit https://twitter.com/TheEconomist/status/745107497720025089 …;;;#;7,45122E+17;https://twitter.com/VaeVictis/status/745122155134758912
VictorALP;17/06/2016 09:54;0;0;Me parece bien que los ingleses decidan si siguen en la UE. Estaria bien que preguntasen al resto si queremos que ellos sigan # Brexit;;;#;7,43713E+17;https://twitter.com/VictorALP/status/743713413302362112
WLACFlying;20/06/2016 19:25;0;2;# Brexit bus here today. Luckily a @ wlacflying instructor can take back control when ever they… https://www.instagram.com/p/BG4nQPXn7K8/;;@;#;7,44944E+17;https://twitter.com/WLACFlying/status/744944176673005569
WallyBlueEyes;16/06/2016 10:25;0;0;England fans want their team thrown out of Europe it seems Meanwhile Nigel Garage agrees! # Euro2016 #brexit#idiots;;;# #brexit #idiots;7,43359E+17;https://twitter.com/WallyBlueEyes/status/743358905997230080
WendeParker;20/06/2016 21:03;3;4;Loving seeing our great nations flag on my local town hall! # Brexit # VoteLeave @Newton-le-Willows https://www.instagram.com/p/BG4yidknNDT/;;@Newton;# #;7,44969E+17;https://twitter.com/WendeParker/status/744968995590201344
ZenaGiacomelli;15/06/2016 22:31;0;0;# LAGABBIA Brexit!;;;#;7,43179E+17;https://twitter.com/ZenaGiacomelli/status/743179200702484481
ZenaGiacomelli;21/06/2016 15:07;0;0;Gli inglesi sono un esempio per tutti: viva BREXIT e copieremo!;;;;7,45242E+17;https://twitter.com/ZenaGiacomelli/status/745241681172234241
Zorzinio;21/06/2016 20:41;0;0;Το ποτάμι πισω δεν γυρνά. # imin # brexit # brexit # γραφικος # εξαθλίωση @London, United Kingdom https://www.instagram.com/p/BG7U1BBiHWF/;;@London;# # # # #;7,45326E+17;https://twitter.com/Zorzinio/status/745325868558462976
_holger;17/06/2016 20:09;0;3;Habe über den Brexit gelesen. Jetzt bin ich bei der EWG und 1957 mit meiner Recherche angekommen. Warum war ich in der Schulzeit nicht so?;;;;7,43868E+17;https://twitter.com/_holger/status/743868229718843392
_unlobito;15/06/2016 10:04;0;0;(honestly this is why Brexit scares me so much. so many dominos are going to immediately fall over.);;;;7,42991E+17;https://twitter.com/_unlobito/status/742991253084770304
actionjulez;16/06/2016 18:38;0;0;Keep it - have you forgotten how we got here in the first place # vote to stay # brexit # united… https://www.instagram.com/p/BGuOujHQ4y8/;;;# # #;7,43483E+17;https://twitter.com/actionjulez/status/743482869733957632
afshinrattansi;16/06/2016 11:16;3;1;Brexit: Leave campaigner claims BOE governor sent him ‘aggressive’ letter - http://www.irishtimes.com/business/economy/brexit-leave-campaigner-claims-boe-governor-sent-him-aggressive-letter-1.2687093 … # EUreferendum;;;#;7,43372E+17;https://twitter.com/afshinrattansi/status/743371729519648768
ajkaestner;17/06/2016 08:17;1;0;In den letzten Tagen ist der # bitcoin Kurs förmlich explodiert. Ist das ein Effekt eines drohenden # Brexit?;;;# #;7,43689E+17;https://twitter.com/ajkaestner/status/743688911835193344
alwynprice21;21/06/2016 22:11;0;0;want a job in the post brexit team? Gushing over turkey lies again # thingsthatarewellbrexit;;;#;7,45348E+17;https://twitter.com/alwynprice21/status/745348430298488833
alwynprice21;21/06/2016 22:49;0;1;Kamal people going on hols in europe will lose more than £38 this week we brexit on exchange rate # bbcdebate;;;#;7,45358E+17;https://twitter.com/alwynprice21/status/745358070381940736
amishpatel;17/06/2016 23:23;0;0;Boris and the Donald # brexit # decision2016 @London, United Kingdom https://www.instagram.com/p/BGxUKJCG_HAAOixyYBAjzuNENidHgvWOPeT_hg0/ …;;@London;# #;7,43917E+17;https://twitter.com/amishpatel/status/743917026498908161
andersivera;16/06/2016 17:03;4;1;Conspiracions, interessos... El cas Jo Cox es pot tornar en el nou Kennedy. # Brexit;;;#;7,43459E+17;https://twitter.com/andersivera/status/743459077041303552
andreagoe;21/06/2016 16:04;0;0;Countdown... # UKreferendum # brexit # UKremain # EuropeanUnion # EU # UniónEuropea # politics… https://www.instagram.com/p/BG61FTtQHkK/;;;# # # # # # #;7,45256E+17;https://twitter.com/andreagoe/status/745256061398036481
andrewgerrard;16/06/2016 19:01;0;2;# London # Tech # Talent & the # EU # Brexit debate # EUtech # TLA (at @ Bloomberg in City of London, Greater London)https://www.swarmapp.com/c/2RA1k0wubpL;;@;# # # # # # #;7,43489E+17;https://twitter.com/andrewgerrard/status/743488632351260673
andrewhistorian;18/06/2016 22:59;0;0;" @ LouiseMensch: I doubt @ David_Cameron wd say this unless internal numbers suggested a # Brexit win http://home.bt.com/news/uk-news/david-cameron-i-will-still-be-prime-minister-if-uk-votes-for-brexit-11364068607307 …""""";;@ @;#;7,44273E+17;https://twitter.com/andrewhistorian/status/744273395483815936
andrewhistorian;18/06/2016 23:08;0;0;re betting on # brexit to give yourself solace. Good strategy to purchase such emotional insurance;;;#;7,44276E+17;https://twitter.com/andrewhistorian/status/744275541373628417
andrewhistorian;21/06/2016 23:14;2;0;" @ ConversationUK: There's never been greater academic consensus among economists that Brexit would be bad for UK http://bit.ly/1TGbkdm """"";;@;;7,45364E+17;https://twitter.com/andrewhistorian/status/745364276207026176
andrewjbullock;15/06/2016 13:00;0;0;# brexit # boats ( # weird) @Daily Express https://www.instagram.com/p/BGrDON9tENC/;;@Daily;# # #;7,43035E+17;https://twitter.com/andrewjbullock/status/743035357785006080
annetteand2dogs;17/06/2016 11:49;1;1;Been worried about this for a while, the discourse of Brexit/Trump making racism more acceptable and extreme acts more likely. (1/2);;;;7,43742E+17;https://twitter.com/annetteand2dogs/status/743742452868145152
anthonybaileyEU;17/06/2016 02:15;0;1;Launching a report # Brexit The # Irish # dimension published by # britishinfluence and… https://www.instagram.com/p/BGvDCKnk10o/;;;# # # #;7,43598E+17;https://twitter.com/anthonybaileyEU/status/743597894939246593
aopedelondres;15/06/2016 15:36;0;0;# Referendum - Nigel Farage and Sir Bob Geldof clash on Brexit in bizarre Thames flotilla… https://www.instagram.com/p/BGrVKNQkRDA/;;;#;7,43075E+17;https://twitter.com/aopedelondres/status/743074797949685760
artiglio02;16/06/2016 22:18;0;0;I sondaggi dicono che Brexit sia 7.o 8 punti rispetto al no exit. Per cui non credo che la signora sia stata uccisa per cio';;;;7,43538E+17;https://twitter.com/artiglio02/status/743538280847781888
attikac;16/06/2016 19:06;2;8;Just another day at the office... @ HouseofCommons # parliament # cloudy # work # london # travel # brexit # eureferendumpic.twitter.com/2SMqoPOmY5 – bei House Of Commons;;@;# # # # # # #;7,4349E+17;https://twitter.com/attikac/status/743489925421608960
becciphasey;15/06/2016 14:04;0;0;Vote Brexit and leave us alone on an island with these spoilt brats? Go ahead...;;;;7,43052E+17;https://twitter.com/becciphasey/status/743051601754087424
bengysen;21/06/2016 08:36;0;0;Goodmorning UK! 2nd day. # brexit # vtmnieuws # clactononsea # nordseafromtheotherside @Clacton-on-Sea https://www.instagram.com/p/BG6ByXTCHQr/;;@Clacton;# # # #;7,45143E+17;https://twitter.com/bengysen/status/745143259349942273
bengysen;21/06/2016 20:37;0;0;Next stop! # edinburgh Wat denken de schotten over de # brexit # vtmnieuws # uktour @Edinburgh,… https://www.instagram.com/p/BG7UY3_iHUt/;;@Edinburgh;# # # #;7,45325E+17;https://twitter.com/bengysen/status/745324901599449092
berlingske;15/06/2016 19:15;0;1;SoMe: Rockstjerne blander sig i Brexit og starter fiskeri-krig på Themsen http://www.b.dk/globalt/some-rockstjerne-blander-sig-i-brexit-og-starter-fiskeri-krig-paa-themsen?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/tDXen0draR;;;;7,4313E+17;https://twitter.com/berlingske/status/743129859124191232
berlingske;15/06/2016 22:49;4;1;Brexit vil få europæisk økonomi til at skælve http://www.business.dk/oekonomi/brexit-vil-faa-europaeisk-oekonomi-til-at-skaelve?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/v4WgMraaLJ;;;;7,43184E+17;https://twitter.com/berlingske/status/743183605543800832
berlingske;16/06/2016 06:55;0;0;Brexit giver mindre gave til de danske boligejere http://www.business.dk/bolig/brexit-giver-mindre-gave-til-de-danske-boligejere?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/ejvqFRaUec;;;;7,43306E+17;https://twitter.com/berlingske/status/743305882411270144
berlingske;17/06/2016 06:34;2;3;»Britain first«: Var mord på britisk politiker relateret til kommende Brexit-afstemning? http://www.b.dk/globalt/britain-first-var-mord-paa-britisk-politiker-relateret-til-kommende-brexit-afstemni?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/JKo9F2S15y;;;;7,43663E+17;https://twitter.com/berlingske/status/743663022443397120
berlingske;17/06/2016 10:58;1;0;Ekspert efter Jo Cox-mord: Brexit-debatten vil ændre sig dramatisk http://www.b.dk/globalt/ekspert-efter-jo-cox-mord-brexit-debatten-vil-aendre-sig-dramatisk?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/n1jVRFvSLV;;;;7,43729E+17;https://twitter.com/berlingske/status/743729417881411585
berlingske;18/06/2016 17:44;2;1;Norsk statsminister fraråder Brexit: I vil hade det http://www.b.dk/globalt/norsk-statsminister-fraraader-brexit-i-vil-hade-det?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/tDDPqaYNdy;;;;7,44194E+17;https://twitter.com/berlingske/status/744194004326088705
berlingske;20/06/2016 06:51;2;0;Tænketank: Brexit kan blive dyrt for danske studerende http://www.politiko.dk/nyheder/taenketank-brexit-kan-blive-dyrt-for-danske-studerende?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/YEDlwYevkC;;;;7,44755E+17;https://twitter.com/berlingske/status/744754567087218688
berlingske;20/06/2016 09:25;0;0;Britisk EU-modstander beskylder brexit-fløj for racisme http://www.b.dk/globalt/britisk-eu-modstander-beskylder-brexit-floej-for-racisme?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/6Eh5lje719;;;;7,44793E+17;https://twitter.com/berlingske/status/744793182009843714
berlingske;21/06/2016 08:03;1;0;Nato-chef advarer: Europas sikkerhed svækkes ved brexit http://www.b.dk/globalt/nato-chef-advarer-europas-sikkerhed-svaekkes-ved-brexit?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/2Rj0lc7Kv7;;;;7,45135E+17;https://twitter.com/berlingske/status/745135094285819904
berlingske;21/06/2016 10:29;0;0;Brexit kan koste 14.000 danske job http://www.business.dk/oekonomi/brexit-kan-koste-14.000-danske-job?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/DEHsLzhPXf;;;;7,45172E+17;https://twitter.com/berlingske/status/745171687289720833
berlingske;21/06/2016 14:42;0;0;Se billederne: Brexit-afgørelsen nærmer sig http://www.b.dk/globalt/se-billederne-brexit-afgoerelsen-naermer-sig?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/3eZIegJjdt;;;;7,45235E+17;https://twitter.com/berlingske/status/745235484977172480
berlingske;21/06/2016 15:29;1;1;»Brexit-argumenterne er bullshit«: Britiske kendisser kaster sig ind i kampen http://www.b.dk/globalt/brexit-argumenterne-er-bullshit-britiske-kendisser-kaster-sig-ind-i-kampen?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/dYaoGMNsho;;;;7,45247E+17;https://twitter.com/berlingske/status/745247185717985285
betsonlongshots;18/06/2016 15:53;1;0;This is the best # remain campaign poster ever. # brexit # eureferendum # borisjohnson # donaldtrump… https://www.instagram.com/p/BGzFgHISkm1/;;;# # # # #;7,44166E+17;https://twitter.com/betsonlongshots/status/744166270724038656
big_mike_12;17/06/2016 23:07;0;0;Brexit? What Brexit? # maltesers # malta # london # weekend @Old George https://www.instagram.com/p/BGxSTOSMPqi/;;@Old;# # # #;7,43913E+17;https://twitter.com/big_mike_12/status/743912936289210368
bigpip123;19/06/2016 15:46;0;0;Dont belive the scaremongering # voteleave # out # brexit # greatbritain # iamout @Wigan https://www.instagram.com/p/BG1peBErkAO/;;@Wigan;# # # # #;7,44527E+17;https://twitter.com/bigpip123/status/744526833929064449
bigpip123;19/06/2016 15:52;1;0;One minute we are great ...now nobody will trade with us.. # liar # brexit # voteout # greatbritain… https://www.instagram.com/p/BG1qG_jrkCj/;;;# # # #;7,44528E+17;https://twitter.com/bigpip123/status/744528243479412736
bikerbill40;15/06/2016 21:17;0;0;will you please NOT talk about # brexit;;;#;7,4316E+17;https://twitter.com/bikerbill40/status/743160408836538368
bmaltaverne;21/06/2016 17:44;0;0;If only the crowd were rational... # brexit https://twitter.com/deanfoust/status/745276763480145922 …;;;#;7,45281E+17;https://twitter.com/bmaltaverne/status/745281138634141696
buzzcockblue;19/06/2016 00:59;0;0;Times is remain, Sunday times brexit. just playing us. They'll have one less subscriber in morning;;;;7,44304E+17;https://twitter.com/buzzcockblue/status/744303578873991172
bystpt;15/06/2016 15:54;0;0;acabar com isto do brexit e com os cabrões dos hooligans (@London Stansted Airport - @ stn_airport) http://4sq.com/1Ucbak0;;@London @;;7,43079E+17;https://twitter.com/bystpt/status/743079332621455360
campionconsult;21/06/2016 10:09;0;0;Hold your tongues: why language learners fear a vote for Brexit https://goo.gl/tOfytd pic.twitter.com/zPwuZPDqEJ;;;;7,45167E+17;https://twitter.com/campionconsult/status/745166670625280000
campionconsult;21/06/2016 12:54;0;0;In or out? Students use condoms to contemplate Brexit https://goo.gl/EG08Ly pic.twitter.com/zyFdqWxtJo;;;;7,45208E+17;https://twitter.com/campionconsult/status/745208170264440832
carbonsaveruk;18/06/2016 09:38;0;1;Brexit supporters have unleashed furies even they can’t control | Polly Toynbee http://gu.com/p/4yxjx/stw;;;;7,44072E+17;https://twitter.com/carbonsaveruk/status/744071699554050048
carbonsaveruk;20/06/2016 16:16;0;1;Left wingers for Brexit need to wake up to what they're about to do https://theconversation.com/left-wingers-for-brexit-need-to-wake-up-to-what-theyre-about-to-do-61259 … via @ ConversationUK;;@;;7,44897E+17;https://twitter.com/carbonsaveruk/status/744896651668623360
carr_davec;16/06/2016 13:46;0;0;Brexit will result in General Election;;;;7,4341E+17;https://twitter.com/carr_davec/status/743409509415141376
challiso;21/06/2016 22:39;0;2;Had enough of # Brexit # Boris # BBCDebate. Evening stroll, seaside selfiepic.twitter.com/D28wenNJcI;;;# # #;7,45355E+17;https://twitter.com/challiso/status/745355436732387328
cheni_zim;19/06/2016 21:26;6;9;Let's state facts shall we. It is the ageing population not immigrants that are stretching the # NHS # StrongerIn # Brexit;;;# # #;7,44612E+17;https://twitter.com/cheni_zim/status/744612430572040192
cherbert;20/06/2016 18:17;0;0;Just about says it all regarding my feelings about both Trump and Brexit, all in a single poster… https://www.instagram.com/p/BG4fkFcK5dV/;;;;7,44927E+17;https://twitter.com/cherbert/status/744927265998389248
colinmehigan;18/06/2016 12:18;0;0;Brexit have good arguments? Really?;;;;7,44112E+17;https://twitter.com/colinmehigan/status/744111927580889088
colinmehigan;20/06/2016 18:41;0;0;The Brexit campaign has reached fascist levels;;;;7,44933E+17;https://twitter.com/colinmehigan/status/744933309734658048
colinmehigan;21/06/2016 22:39;0;0;Economist @ davidmcw thinks Ireland will ironically gain from FDI in a big way if Brexit;;@;;7,45355E+17;https://twitter.com/colinmehigan/status/745355382583877632
compromtido22;19/06/2016 23:38;0;1;Rajoy cree que el Brexit es una galleta para,acompañar el TE...;;;;7,44646E+17;https://twitter.com/compromtido22/status/744645532216340481
cvilasp;17/06/2016 14:32;0;1;Hope comes from neighbours. # brexit @Liverpool https://www.instagram.com/p/BGwXbmrqK6O/;;@Liverpool;#;7,43783E+17;https://twitter.com/cvilasp/status/743783479914172416
dailyechosaints;20/06/2016 10:51;5;4;[Southampton FC] Premier League chief: All our clubs want to avoid a Brexit http://bit.ly/28IleRz # saintsfcpic.twitter.com/NnbQDCsSOK;;;#;7,44815E+17;https://twitter.com/dailyechosaints/status/744814877391237120
dave_maydew;20/06/2016 13:21;0;3;Oh dear lord! The EU Referendum has had more ins and outs than a Porno movie! # Brexit # VoteLeave;;;# #;7,44853E+17;https://twitter.com/dave_maydew/status/744852549501616129
dave_maydew;20/06/2016 23:59;0;0;But don't forget, if # BrExit is voted for, the PM has said he'll call another election... then the fun begins!;;;#;7,45013E+17;https://twitter.com/dave_maydew/status/745013267542736897
davidmcinnes92;15/06/2016 16:26;0;0;The mega irony of that speccie cover is that Scot Indy WAS about leaving the UK and joining the world. Brexit is about being Little England.;;;;7,43087E+17;https://twitter.com/davidmcinnes92/status/743087402403647492
davidmcinnes92;16/06/2016 11:34;0;0;*makes plans to be resident in other EU country upon date of brexit*;;;;7,43376E+17;https://twitter.com/davidmcinnes92/status/743376198038863872
davidmcinnes92;21/06/2016 08:45;0;0;If (when) Brexit happens, the sheer grudgengrievance from us cybernats will be a fantastic sight to behold.;;;;7,45146E+17;https://twitter.com/davidmcinnes92/status/745145658697383938
